"xmlns","series","url","limit","offset","total","RaceTable__season","RaceTable__Races__season","RaceTable__Races__round","RaceTable__Races__url","RaceTable__Races__raceName","RaceTable__Races__Circuit__circuitId","RaceTable__Races__Circuit__url","RaceTable__Races__Circuit__circuitName","RaceTable__Races__Circuit__Location__lat","RaceTable__Races__Circuit__Location__long","RaceTable__Races__Circuit__Location__locality","RaceTable__Races__Circuit__Location__country","RaceTable__Races__date","RaceTable__Races__time","RaceTable__Races__Results__number","RaceTable__Races__Results__position","RaceTable__Races__Results__positionText","RaceTable__Races__Results__points","RaceTable__Races__Results__Driver__driverId","RaceTable__Races__Results__Driver__permanentNumber","RaceTable__Races__Results__Driver__code","RaceTable__Races__Results__Driver__url","RaceTable__Races__Results__Driver__givenName","RaceTable__Races__Results__Driver__familyName","RaceTable__Races__Results__Driver__dateOfBirth","RaceTable__Races__Results__Driver__nationality","RaceTable__Races__Results__Constructor__constructorId","RaceTable__Races__Results__Constructor__url","RaceTable__Races__Results__Constructor__name","RaceTable__Races__Results__Constructor__nationality","RaceTable__Races__Results__grid","RaceTable__Races__Results__laps","RaceTable__Races__Results__status","RaceTable__Races__Results__Time__millis","RaceTable__Races__Results__Time__time","RaceTable__Races__Results__FastestLap__rank","RaceTable__Races__Results__FastestLap__lap","RaceTable__Races__Results__FastestLap__Time__time","RaceTable__Races__Results__FastestLap__AverageSpeed__units","RaceTable__Races__Results__FastestLap__AverageSpeed__speed"
"","","","","","","","","","","","","","","","","","","","","8","11","11","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","10","52","+1 Lap","","","10","47","1:35.695","kph","219.773"
"","","","","","","","","","","","","","","","","","","","","2","12","12","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","17","52","+1 Lap","","","14","48","1:36.675","kph","217.545"
"","","","","","","","","","","","","","","","","","","","","9","13","13","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","15","52","+1 Lap","","","13","37","1:36.494","kph","217.953"
"","","","","","","","","","","","","","","","","","","","","28","14","14","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","20","52","+1 Lap","","","15","40","1:36.839","kph","217.176"
"","","","","","","","","","","","","","","","","","","","","35","15","15","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","18","52","+1 Lap","","","16","35","1:38.300","kph","213.949"
"","","","","","","","","","","","","","","","","","","","","14","16","16","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","16","50","Wheel","","","6","48","1:35.133","kph","221.071"
"","","","","","","","","","","","","","","","","","","","","18","17","17","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","19","48","Puncture","","","18","35","1:38.319","kph","213.907"
"","","","","","","","","","","","","","","","","","","","","11","18","R","0","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","13","27","Engine","","","17","25","1:38.319","kph","213.907"
"","","","","","","","","","","","","","","","","","","","","31","19","R","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","11","0","Collision","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","10","20","R","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","14","0","Collision","","","","","","",""
"","","","","","","","2018","9","https://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix","Austrian Grand Prix","red_bull_ring","http://en.wikipedia.org/wiki/Red_Bull_Ring","Red Bull Ring","47.2197","14.7647","Spielburg","Austria","2018-07-01","13:10:00Z","33","1","1","25","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","4","71","Finished","4916024","1:21:56.024","4","70","1:07.442","kph","230.491"
"","","","","","","","","","","","","","","","","","","","","7","2","2","18","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","71","Finished","4917528","+1.504","1","71","1:06.957","kph","232.160"
"","","","","","","","","","","","","","","","","","","","","5","3","3","15","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","6","71","Finished","4919205","+3.181","2","67","1:07.082","kph","231.728"
"","","","","","","","","","","","","","","","","","","","","8","4","4","12","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","5","70","+1 Lap","","","16","17","1:09.071","kph","225.055"
"","","","","","","","","","","","","","","","","","","","","20","5","5","10","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","8","70","+1 Lap","","","7","70","1:08.476","kph","227.010"
"","","","","","","","","","","","","","","","","","","","","31","6","6","8","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","11","70","+1 Lap","","","11","64","1:08.850","kph","225.777"
"","","","","","","","","","","","","","","","","","","","","11","7","7","6","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","16","70","+1 Lap","","","8","66","1:08.504","kph","226.918"
"","","","","","","","","","","","","","","","","","","","","14","8","8","4","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","13","70","+1 Lap","","","9","69","1:08.661","kph","226.399"
"","","","","","","","","","","","","","","","","","","","","16","9","9","2","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","18","70","+1 Lap","","","14","68","1:09.006","kph","225.267"
"","","","","","","","","","","","","","","","","","","","","9","10","10","1","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","20","70","+1 Lap","","","6","67","1:08.216","kph","227.876"
"","","","","","","","","","","","","","","","","","","","","10","11","11","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","12","70","+1 Lap","","","19","38","1:09.295","kph","224.327"
"","","","","","","","","","","","","","","","","","","","","55","12","12","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","9","70","+1 Lap","","","10","37","1:08.766","kph","226.053"
"","","","","","","","","","","","","","","","","","","","","35","13","13","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","17","69","+2 Laps","","","13","64","1:08.971","kph","225.381"
"","","","","","","","","","","","","","","","","","","","","18","14","14","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","14","69","+2 Laps","","","18","68","1:09.203","kph","224.626"
"","","","","","","","","","","","","","","","","","","","","2","15","15","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","15","65","Collision damage","","","12","63","1:08.894","kph","225.633"
"","","","","","","","","","","","","","","","","","","","","44","16","R","0","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","2","62","Fuel pressure","","","3","58","1:07.241","kph","231.180"
"","","","","","","","","","","","","","","","","","","","","28","17","R","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","19","54","Hydraulics","","","17","42","1:09.171","kph","224.730"
"","","","","","","","","","","","","","","","","","","","","3","18","R","0","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","7","53","Exhaust","","","5","46","1:07.591","kph","229.983"
"","","","","","","","","","","","","","","","","","","","","77","19","R","0","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","13","Hydraulics","","","15","12","1:09.044","kph","225.143"
"","","","","","","","","","","","","","","","","","","","","27","20","R","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","10","11","Engine","","","20","7","1:10.380","kph","220.869"
"","","","","","","","2018","10","https://en.wikipedia.org/wiki/2018_British_Grand_Prix","British Grand Prix","silverstone","http://en.wikipedia.org/wiki/Silverstone_Circuit","Silverstone Circuit","52.0786","-1.01694","Silverstone","UK","2018-07-08","13:10:00Z","5","1","1","25","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","2","52","Finished","5249784","1:27:29.784","1","47","1:30.696","kph","233.831"
"","","","","","","","","","","","","","","","","","","","","44","2","2","18","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","52","Finished","5252048","+2.264","3","52","1:31.245","kph","232.424"
"","","","","","","","","","","","","","","","","","","","","7","3","3","15","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","52","Finished","5253436","+3.652","2","51","1:30.795","kph","233.576"
"","","","","","","","","","","","","","","","","","","","","77","4","4","12","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","4","52","Finished","5258667","+8.883","4","43","1:31.377","kph","232.089"
"","","","","","","","","","","","","","","","","","","","","3","5","5","10","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","6","52","Finished","5259284","+9.500","5","46","1:31.589","kph","231.551"
"","","","","","","","","","","","","","","","","","","","","27","6","6","8","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","11","52","Finished","5278004","+28.220","7","48","1:33.405","kph","227.049"
"","","","","","","","","","","","","","","","","","","","","31","7","7","6","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","10","52","Finished","5279714","+29.930","13","48","1:33.606","kph","226.562"
"","","","","","","","","","","","","","","","","","","","","14","8","8","4","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","13","52","Finished","5280899","+31.115","10","52","1:33.482","kph","226.862"
"","","","","","","","","","","","","","","","","","","","","20","9","9","2","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","7","52","Finished","5282972","+33.188","12","48","1:33.604","kph","226.567"
"","","","","","","","","","","","","","","","","","","","","11","10","10","1","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","12","52","Finished","5284492","+34.708","9","48","1:33.472","kph","226.887"
"","","","","","","","","","","","","","","","","","","","","2","11","11","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","17","52","Finished","5285558","+35.774","11","48","1:33.551","kph","226.695"
"","","","","","","","","","","","","","","","","","","","","18","12","12","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","19","52","Finished","5287890","+38.106","15","48","1:33.869","kph","225.927"
"","","","","","","","","","","","","","","","","","","","","10","13","13","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","14","52","Finished","5288913","+39.129","8","48","1:33.465","kph","226.904"
"","","","","","","","","","","","","","","","","","","","","35","14","14","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","18","52","Finished","5297897","+48.113","18","52","1:34.620","kph","224.134"
"","","","","","","","","","","","","","","","","","","","","33","15","R","0","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","5","46","Brakes","","","6","42","1:32.007","kph","230.499"
"","","","","","","","","","","","","","","","","","","","","8","16","R","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","8","37","Collision","","","16","28","1:34.391","kph","224.678"
"","","","","","","","","","","","","","","","","","","","","55","17","R","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","16","37","Collision","","","17","25","1:34.602","kph","224.177"
"","","","","","","","","","","","","","","","","","","","","9","18","R","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","15","31","Accident","","","14","26","1:33.675","kph","226.395"
"","","","","","","","","","","","","","","","","","","","","16","19","R","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","9","18","Tyre","","","19","3","1:35.209","kph","222.747"
"","","","","","","","","","","","","","","","","","","","","28","20","R","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","0","1","Power Unit","","","","","","",""
"","","","","","","","2018","11","https://en.wikipedia.org/wiki/2018_German_Grand_Prix","German Grand Prix","hockenheimring","http://en.wikipedia.org/wiki/Hockenheimring","Hockenheimring","49.3278","8.56583","Hockenheim","Germany","2018-07-22","13:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","14","67","Finished","5549845","1:32:29.845","1","66","1:15.545","kph","217.968"
"","","","","","","","","","","","","","","","","","","","","77","2","2","18","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","2","67","Finished","5554380","+4.535","2","65","1:15.721","kph","217.461"
"","","","","","","","","","","","","","","","","","","","","7","3","3","15","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","67","Finished","5556577","+6.732","4","64","1:15.990","kph","216.691"
"","","","","","","","","","","","","","","","","","","","","33","4","4","12","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","4","67","Finished","5557499","+7.654","3","66","1:15.852","kph","217.085"
"","","","","","","","","","","","","","","","","","","","","27","5","5","10","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","7","67","Finished","5576454","+26.609","16","66","1:17.910","kph","211.351"
"","","","","","","","","","","","","","","","","","","","","8","6","6","8","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","6","67","Finished","5578716","+28.871","5","66","1:16.716","kph","214.641"
"","","","","","","","","","","","","","","","","","","","","11","7","7","6","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","10","67","Finished","5580401","+30.556","15","66","1:17.867","kph","211.468"
"","","","","","","","","","","","","","","","","","","","","31","8","8","4","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","15","67","Finished","5581595","+31.750","17","64","1:17.941","kph","211.267"
"","","","","","","","","","","","","","","","","","","","","9","9","9","2","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","13","67","Finished","5582207","+32.362","12","65","1:17.745","kph","211.800"
"","","","","","","","","","","","","","","","","","","","","28","10","10","1","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","17","67","Finished","5584042","+34.197","9","66","1:17.681","kph","211.974"
"","","","","","","","","","","","","","","","","","","","","20","11","11","0","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","5","67","Finished","5584764","+34.919","10","66","1:17.697","kph","211.930"
"","","","","","","","","","","","","","","","","","","","","55","12","12","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","8","67","Finished","5592914","+43.069","7","63","1:17.430","kph","212.661"
"","","","","","","","","","","","","","","","","","","","","2","13","13","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","19","67","Finished","5596462","+46.617","8","67","1:17.537","kph","212.368"
"","","","","","","","","","","","","","","","","","","","","10","14","14","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","16","66","+1 Lap","","","13","66","1:17.762","kph","211.753"
"","","","","","","","","","","","","","","","","","","","","16","15","15","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","9","66","+1 Lap","","","14","64","1:17.852","kph","211.509"
"","","","","","","","","","","","","","","","","","","","","14","16","16","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","11","65","Retired","","","11","60","1:17.741","kph","211.811"
"","","","","","","","","","","","","","","","","","","","","18","17","R","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","18","53","Engine","","","19","35","1:18.861","kph","208.802"
"","","","","","","","","","","","","","","","","","","","","5","18","R","0","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1","51","Accident","","","6","39","1:17.290","kph","213.046"
"","","","","","","","","","","","","","","","","","","","","35","19","R","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","12","51","Engine","","","20","36","1:18.934","kph","208.609"
"","","","","","","","","","","","","","","","","","","","","3","20","R","0","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","20","27","Engine","","","18","22","1:18.262","kph","210.400"
"","","","","","","","2018","12","https://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix","Hungarian Grand Prix","hungaroring","http://en.wikipedia.org/wiki/Hungaroring","Hungaroring","47.5789","19.2486","Budapest","Hungary","2018-07-29","13:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","70","Finished","5836427","1:37:16.427","4","63","1:21.107","kph","194.454"
"","","","","","","","","","","","","","","","","","","","","5","2","2","18","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","4","70","Finished","5853550","+17.123","2","70","1:20.056","kph","197.007"
"","","","","","","","","","","","","","","","","","","","","7","3","3","15","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","3","70","Finished","5856528","+20.101","3","55","1:20.292","kph","196.428"
"","","","","","","","","","","","","","","","","","","","","3","4","4","12","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","12","70","Finished","5882846","+46.419","1","46","1:20.012","kph","197.115"
"","","","","","","","","","","","","","","","","","","","","77","5","5","10","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","2","70","Finished","5886427","+50.000","8","39","1:21.736","kph","192.957"
"","","","","","","","","","","","","","","","","","","","","10","6","6","8","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","6","70","Finished","5909700","+1:13.273","7","64","1:21.685","kph","193.078"
"","","","","","","","","","","","","","","","","","","","","20","7","7","6","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","9","69","+1 Lap","","","6","60","1:21.302","kph","193.987"
"","","","","","","","","","","","","","","","","","","","","14","8","8","4","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","11","69","+1 Lap","","","9","68","1:22.090","kph","192.125"
